ID;Name;Categories;Price;Long desc;Short desc;Image URLs
86;Sea Otter Amigurumi Crochet Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
In this lesson we’ll be learning how to crochet a sea otter! What’s really cool about this pattern is the added magnets in the hands that let your otter hold onto anything or even hold hands! So cute.
*Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Brown
– Beige
– Black
•Size G6/4.00mm Hook
•Stuffing
•Needle
•Mini Magnets (optional)
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/SeaOtterAmigurumiCrochetPattern_1.jpg|http://localhost:8080/img/p/SeaOtterAmigurumiCrochetPattern_2.jpg|http://localhost:8080/img/p/SeaOtterAmigurumiCrochetPattern_3.jpg|http://localhost:8080/img/p/SeaOtterAmigurumiCrochetPattern_4.jpg|http://localhost:8080/img/p/SeaOtterAmigurumiCrochetPattern_5.jpg|http://localhost:8080/img/p/SeaOtterAmigurumiCrochetPattern_6.jpg|http://localhost:8080/img/p/SeaOtterAmigurumiCrochetPattern_7.jpg|http://localhost:8080/img/p/SeaOtterAmigurumiCrochetPattern_8.jpg
87;Flower Pad, Coasters, and Clock Pattern;Crochet Patterns;2.99;"Pattern can be downloaded and accessed immediately after purchase
In this crochet pattern we’ll be crocheting flower pads and matching coasters, designed to serve as both practical hot pads and drink coasters, and delightful decorative accents. The coasters can be combined with a crocheted pot to make a secret succulent looking planter, where-as the 12 sided pad can even be transformed into a clock!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight)
– Yellow
– Green
– Brown
– Blue
• Size G6/4.00mm Hook
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/FlowerPad,Coasters,andClockPattern_1.jpg|http://localhost:8080/img/p/FlowerPad,Coasters,andClockPattern_2.jpg|http://localhost:8080/img/p/FlowerPad,Coasters,andClockPattern_3.jpg|http://localhost:8080/img/p/FlowerPad,Coasters,andClockPattern_4.jpg|http://localhost:8080/img/p/FlowerPad,Coasters,andClockPattern_5.jpg
88;Rocket Space Ship Amigurumi Crochet Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
In this lesson we’ll be crocheting a rocket space ship amigurumi! We’ll also learn how to make a stand for our rocket that lights up to look like it’s launching to space!
*Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– White
– Red
– Blue
– Grey
•Size G6/4.00mm Hook
•Stuffing
•Needle
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/RocketSpaceShipAmigurumiCrochetPattern_1.jpg|http://localhost:8080/img/p/RocketSpaceShipAmigurumiCrochetPattern_2.jpg|http://localhost:8080/img/p/RocketSpaceShipAmigurumiCrochetPattern_3.jpg|http://localhost:8080/img/p/RocketSpaceShipAmigurumiCrochetPattern_4.jpg|http://localhost:8080/img/p/RocketSpaceShipAmigurumiCrochetPattern_5.jpg|http://localhost:8080/img/p/RocketSpaceShipAmigurumiCrochetPattern_6.jpg|http://localhost:8080/img/p/RocketSpaceShipAmigurumiCrochetPattern_7.jpg|http://localhost:8080/img/p/RocketSpaceShipAmigurumiCrochetPattern_8.jpg|http://localhost:8080/img/p/RocketSpaceShipAmigurumiCrochetPattern_9.jpg
89;Dough Jingles – Gingerbread Christmas Ornament Amigurumi Crochet Pattern;Crochet Patterns;4.99;"Pattern can be downloaded and accessed immediately after purchase
In this amigurumi crochet pattern we’ll be making Dough Jingles, a ginger bread themed Christmas tree ornament! This pattern was made during my live crochet along, and uses my classic ornament pattern as a base.
*Includes full length video tutorial so you never miss a stitch!*
*Includes bonus Classic Ornament pattern for beginner crocheters!*";"Description
The Materials Needed:
• The Yarn (Worsted Weight)
– Beige
– White
– Red
• Size G6/4.00mm Hook
• 8mm/16mm Safety Eyes x 1
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3 – 5” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/DoughJinglesGingerbreadChristmasOrnamentAmigurumiCrochetPattern_1.jpg|http://localhost:8080/img/p/DoughJinglesGingerbreadChristmasOrnamentAmigurumiCrochetPattern_2.jpg|http://localhost:8080/img/p/DoughJinglesGingerbreadChristmasOrnamentAmigurumiCrochetPattern_3.jpg|http://localhost:8080/img/p/DoughJinglesGingerbreadChristmasOrnamentAmigurumiCrochetPattern_4.jpg|http://localhost:8080/img/p/DoughJinglesGingerbreadChristmasOrnamentAmigurumiCrochetPattern_5.jpg|http://localhost:8080/img/p/DoughJinglesGingerbreadChristmasOrnamentAmigurumiCrochetPattern_6.jpg|http://localhost:8080/img/p/DoughJinglesGingerbreadChristmasOrnamentAmigurumiCrochetPattern_7.jpg|http://localhost:8080/img/p/DoughJinglesGingerbreadChristmasOrnamentAmigurumiCrochetPattern_8.jpg
90;Goblinoid Pattern Bundle;Pattern Bundles;14.99;"Patterns can be downloaded immediately after purchase
.
Make your own Goblin army perfect for DnD games, desk buddies, keychains, or a new goblin friend for your cat! This bundle includes 8 PDF patterns and over a dozen full length video tutorials including instructions for how to make each unique characters and customize them with clothes, weapons, and features!
.
Bundle includes:
• Goblin Pattern
• Troll Pattern
• Orc Pattern
• Ogre Pattern
• Hobgoblin Pattern
• Customize Your Goblinoid: Learn to make and add hair, scars, warts and rings
• Weapons and Items: Swords, Shields, Bows and various other weapons and items to add to your characters
• Clothes: Dress your characters with hats, jackets, helmets and hoods!
.
*Includes video tutorials for each section of the pattern!*
.
*Includes a fully interactive pdf with clickable links and check marks to keep track of progress*";"Description
Materials:
• The Yarn
– Green (Goblins and Hobgoblin)
– Blue (Trolls)
– Teal (Orcs)
– Robins Egg Green (Ogres)
– Brown (Clothes and Weapons)
– White (Teeth)
– Yellow (Rings and Details)
• Plastic Safety Bead Eyes x 10
• 3 Pipe Cleaners
• 3 Nickles
• Stuffing
• Darning Needle (used for Ogre’s kickstand)
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2 – 4″ tall
Worked in the Round";http://localhost:8080/img/p/GoblinoidPatternBundle_1.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_2.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_3.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_4.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_5.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_6.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_7.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_8.jpg|http://localhost:8080/img/p/GoblinoidPatternBundle_9.jpg
91;Squirtle Mini Pokemon Amigurumi Pattern;Crochet Patterns;3.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
Pattern can be downloaded immediately after purchase
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Have your own crocheted Squirtle sitting safe and sound on your dresser or hanging on your back pack! This little crocheted Squirtle Pokemon amigurumi measures about 2 inches tall when finished and includes 5 unique video tutorials to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
• The Yarn (Worsted Weight)
– Light Blue (Main Color)
– Sand (Shell Bottom)
– White (Shell Border)
– Brown (Shell Back)
• Size G6/4.00mm Hook
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tall
Worked in the Round
The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– BLO : Back Loops Only
– FLO: Front Loops Only";http://localhost:8080/img/p/SquirtleMiniPokemonAmigurumiPattern_1.jpg|http://localhost:8080/img/p/SquirtleMiniPokemonAmigurumiPattern_2.jpg|http://localhost:8080/img/p/SquirtleMiniPokemonAmigurumiPattern_3.jpg|http://localhost:8080/img/p/SquirtleMiniPokemonAmigurumiPattern_4.jpg|http://localhost:8080/img/p/SquirtleMiniPokemonAmigurumiPattern_5.jpg
92;Elf on the Shelf Amigurumi Pattern;Crochet Patterns;3.99;"Pattern can be downloaded immediately after purchase
In this more advanced amigurumi tutorial, we’ll be crocheting an Elf on the Shelf, and learning a lot about new stitches, color changes, and low sew patterns! When I was young, my mom would always put out the Elf on the Shelf just after Thanksgiving to watch over and report back to Santa if we did anything naughty. Her elf on the shelf is terrifying, so I wanted to make a much more cute version to replace it!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Main Color (Clothing)
– Skin Tone (Main body color)
– Brown (Shoes and Hair)
– White (Hat and Eyes)
– Black (Pants)
– Yellow* (Belt buckle)
•Size G6/4.00mm Hook
•6mm Safety Bead Eyes x 4
•Stuffing
•Needle
•Pipe Cleaner
•Mini Bell
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/ElfontheShelfAmigurumiPattern_1.jpg|http://localhost:8080/img/p/ElfontheShelfAmigurumiPattern_2.jpg|http://localhost:8080/img/p/ElfontheShelfAmigurumiPattern_3.jpg|http://localhost:8080/img/p/ElfontheShelfAmigurumiPattern_4.jpg|http://localhost:8080/img/p/ElfontheShelfAmigurumiPattern_5.jpg|http://localhost:8080/img/p/ElfontheShelfAmigurumiPattern_6.jpg|http://localhost:8080/img/p/ElfontheShelfAmigurumiPattern_7.jpg|http://localhost:8080/img/p/ElfontheShelfAmigurumiPattern_8.jpg
93;Succulent Amigurumi Pattern;Crochet Patterns;4.99;"Pattern can be downloaded and accessed immediately after purchase
In this amigurumi crochet pattern we’ll be learning how to crochet a succulent in a mini pot! This unique pattern unveils a delightful surprise—a hidden face and adorable feet peeking out from the greenery. Whether you’re a crochet enthusiast or a succulent lover, this project is perfect for adding a touch of cuteness to any space.
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight)
– Green (Top)
– Brown (Dirt)
– Beige (Pot)
• 8mm Safety Eyes x 2
• Black Thread (Mouth)
• Size G6/4.00mm Hook
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/SucculentAmigurumiPattern_1.jpg|http://localhost:8080/img/p/SucculentAmigurumiPattern_2.jpg|http://localhost:8080/img/p/SucculentAmigurumiPattern_3.jpg|http://localhost:8080/img/p/SucculentAmigurumiPattern_4.jpg|http://localhost:8080/img/p/SucculentAmigurumiPattern_5.jpg|http://localhost:8080/img/p/SucculentAmigurumiPattern_6.jpg
94;Halloween Pattern Bundle;Crochet Patterns;12.99;"**This listing is for a PDF patterns with instructions on making the characters, not the characters themselves**
  Patterns can be downloaded immediately after purchase
  Have your own crocheted monsters and ghouls sitting safe and sound on your dresser or hanging on your backpack! These Halloween Amigurumis measure about 2 inches tall when finished and includes a full unique video tutorial for each pattern to help you get through the tough parts!
  *Includes full-length video tutorial for each pattern!*
  Includes the following amigurumi patterns:
– Ghost
– Witch
– Werewolf
– Vampire
– Zombie
– Frankenstein
– Pumpkin
– Bat";"Description
Materials:
• The Yarn (Worsted Weight)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• NeedleGauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tallWorked in the Round The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– FLO : Front Loops Only
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook";http://localhost:8080/img/p/HalloweenPatternBundle_1.jpg|http://localhost:8080/img/p/HalloweenPatternBundle_2.jpg|http://localhost:8080/img/p/HalloweenPatternBundle_3.jpg|http://localhost:8080/img/p/HalloweenPatternBundle_4.jpg|http://localhost:8080/img/p/HalloweenPatternBundle_5.jpg|http://localhost:8080/img/p/HalloweenPatternBundle_6.jpg|http://localhost:8080/img/p/HalloweenPatternBundle_7.jpg|http://localhost:8080/img/p/HalloweenPatternBundle_8.jpg|http://localhost:8080/img/p/HalloweenPatternBundle_9.jpg|http://localhost:8080/img/p/HalloweenPatternBundle_10.jpg|http://localhost:8080/img/p/HalloweenPatternBundle_11.jpg
95;David Bowie / Ziggy Stardust Amigurumi Crochet Pattern;Crochet Patterns;3.99;"Pattern can be downloaded and accessed immediately after purchase
In this amigurumi pod person pattern we’ll be learning to crochet Ziggy Stardust himself, David Bowie! This mini pod person pattern includes various color changes to crochet with minimal sewing!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials Needed:
• The Yarn (Worsted Weight)
– Skin Tone
– Red
– Yellow
• Size G6/4.00mm Hook
• 6mm/6mm Safety Eyes x 2
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 5” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/DavidBowieZiggyStardustAmigurumiCrochetPattern_1.jpg|http://localhost:8080/img/p/DavidBowieZiggyStardustAmigurumiCrochetPattern_2.jpg|http://localhost:8080/img/p/DavidBowieZiggyStardustAmigurumiCrochetPattern_3.jpg
96;Santa Claus Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
  In this crochet pattern we’ll be crocheting the great Saint Nickolas himself! This pattern not only teaches you how to make the jolly fat fella, but also how to turn him into a fun Christmas Tree ornament! This Crocheted Santa Claus measures about 2″ tall and 3″ wide when finished and includes a full unique video tutorial to help you get through the tough parts!
  *Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– White
– Red
– Skin tone
– Maroon
– Black
•Size G6/4.00mm Hook
•Stuffing
•Needle
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 2” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/SantaClausAmigurumiPattern_1.jpg|http://localhost:8080/img/p/SantaClausAmigurumiPattern_2.jpg|http://localhost:8080/img/p/SantaClausAmigurumiPattern_3.jpg|http://localhost:8080/img/p/SantaClausAmigurumiPattern_4.jpg|http://localhost:8080/img/p/SantaClausAmigurumiPattern_5.jpg|http://localhost:8080/img/p/SantaClausAmigurumiPattern_6.jpg|http://localhost:8080/img/p/SantaClausAmigurumiPattern_7.jpg
97;Photosynthesis Crochet Pattern Bundle;Crochet Patterns;14.99;"Patterns can be downloaded and accessed immediately after purchase
In this crochet pattern bundle we’ll be crocheting a gardens worth of amigurumi, from prickly customizable cacti, to standing sunflowers! This pattern bundle is designed for complete beginners to advanced crocheters and will help you not only learn to crochet, but advance your skill with new and exciting techniques! Every pattern in this bundle includes a full length video tutorials to go along side an interactive PDF with checkmarks and time codes to keep track of progress.
Pattern Bundle Includes:
• Beginner Cactus Amigurumi – Learn how to crochet!
• Flat Cactus Amigurumi
• Hunky Cactus Amigurumi
• Standing Sunflower Amigurumi
• Bonsai Tree Planter Amigurumi
• Secret Succulent Amigurumi
• Planet Earth Amigurumi
• Flower Pad, Coasters, and Clock Pattern
*Includes full length video tutorial so you never miss a stitch!*";"Description
Recommended Materials:
(not included)
• The Yarn (Worsted Weight)
– Brown
– Forest Green
– Blue
– Beige
– Yellow
– Sage Green
• Mini Pom-Poms x 10 (Tutorial included*)
• Thread
• Pipe Cleaners x 3
• 9″ of Strong Wire
• Safety Eyes x 10
• Size G6/4.00mm Hook
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/PhotosynthesisCrochetPatternBundle_1.jpg|http://localhost:8080/img/p/PhotosynthesisCrochetPatternBundle_2.jpg|http://localhost:8080/img/p/PhotosynthesisCrochetPatternBundle_3.jpg|http://localhost:8080/img/p/PhotosynthesisCrochetPatternBundle_4.jpg|http://localhost:8080/img/p/PhotosynthesisCrochetPatternBundle_5.jpg|http://localhost:8080/img/p/PhotosynthesisCrochetPatternBundle_6.jpg|http://localhost:8080/img/p/PhotosynthesisCrochetPatternBundle_7.jpg|http://localhost:8080/img/p/PhotosynthesisCrochetPatternBundle_8.jpg|http://localhost:8080/img/p/PhotosynthesisCrochetPatternBundle_9.jpg
98;Earth Day Pattern Bundle;Pattern Bundles;;"To celebrate our planet, Club Crochet teamed up with 5 amazing amigurumi artists to each turn an endangered creature into adorable crocheted creations to raise money for the World Wildlife Fund! This bundle is donate to download and your level of donation will determine what patterns you get.
$5 – Choose 1 pattern from the bundle to download
$20 – Download the 2022 bundle of 5 patterns!
$30 + – Get this years bundle PLUS the previous 4 years bundles too! (11 patterns total!)
100% of the proceeds from this purchase will be donated to the World Wildlife Fund! Learn more";"Description
**This listing is for a PDF pattern with instructions on making the character, not the character itself. Patterns can be downloaded immediately after purchase**
Super Bundle Includes:
Dugong – by @DrewbiesZoo
Malayan Tapir – by @OhanaCraft
Black Footed Ferret – by @LemonYarnCreations
Pangolin – by @SirPurlGrey
Snowy Plover – by @LouiesLoops
Black Rhino – by @SirPurlGrey
Sloth – by @LouiesLoops
Red Panda – by @LemonYarnCreations
Giant Tortoise – by @LouiesLoops
Sea Turtle – by @SirPurlGrey
Planet Earth – by @LouiesLoops
Each pattern includes a full length video tutorial and interactive PDF so you never miss a stitch!";http://localhost:8080/img/p/EarthDayPatternBundle_1.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_2.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_3.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_4.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_5.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_6.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_7.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_8.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_9.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_10.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_11.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_12.jpg|http://localhost:8080/img/p/EarthDayPatternBundle_13.jpg
99;Flamingo Birb Amigurumi Pattern;Crochet Patterns;2.99;"Pattern can be downloaded immediately after purchase
In this lesson we’ll be crocheting arguably the most beautiful birbs, a Flamingo birb! I call these guys ‘Birbs’ because they’re secret agents disguised as different kind of birds! The combination of the beak and the neck make this birb really fun. I hope you enjoy it!
*Includes video tutorials for the more difficult parts of the pattern!*";"Description
The Materials:
•The Yarn (Worsted Weight)
– Pink
– White
– Black
•Size G6/4.00mm Hook
•Stuffing
•Needle
•Mini Magnet
Suggested yarns:
Lily Sugar n’ Cream
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/FlamingoBirbAmigurumiPattern_1.jpg|http://localhost:8080/img/p/FlamingoBirbAmigurumiPattern_2.jpg|http://localhost:8080/img/p/FlamingoBirbAmigurumiPattern_3.jpg|http://localhost:8080/img/p/FlamingoBirbAmigurumiPattern_4.jpg|http://localhost:8080/img/p/FlamingoBirbAmigurumiPattern_5.jpg|http://localhost:8080/img/p/FlamingoBirbAmigurumiPattern_6.jpg|http://localhost:8080/img/p/FlamingoBirbAmigurumiPattern_7.jpg
100;UFO and Alien Amigurumi Crochet Pattern;Crochet Patterns;3.99;"Pattern can be downloaded and accessed immediately after purchase
In this crochet pattern we’ll be crocheting an Alien and his UFO! What’s so cool about this pattern is that the UFO window inverts and can be a seat for your mini alien! Also the alien pattern is a no sew pattern so you can make it without sewing any parts together!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials Needed:
• The Yarn (Worsted Weight)
– Green (Alien)
– White (Eyes and UFO)
– Grey (UFO)
– Cyan (Tractor Beam)*
• Size G6/4.00mm Hook
• 8mm/6mm Safety Eyes x 1
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3 – 5” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/UFOandAlienAmigurumiCrochetPattern_1.jpg|http://localhost:8080/img/p/UFOandAlienAmigurumiCrochetPattern_2.jpg|http://localhost:8080/img/p/UFOandAlienAmigurumiCrochetPattern_3.jpg|http://localhost:8080/img/p/UFOandAlienAmigurumiCrochetPattern_4.jpg|http://localhost:8080/img/p/UFOandAlienAmigurumiCrochetPattern_5.jpg
101;Thanos Amigurumi Finger Puppet Pattern;Crochet Patterns;2.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Have your own crocheted Thanos sitting safe and sound on your dresser or hanging on your back pack! This little crocheted Thanos from the Avengers miniature amigurumi measures about 2 inches tall when finished and includes 5 unique video tutorials to help you get through the tough parts!
Pattern can be downloaded immediately after purchase
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
• The Yarn (Worsted Weight)
– Light Purple (Main color)
– Gold (Armor / Gauntlet)
– Navy (Undershirt)
– Grey (Armor)
– Brown (Pants)
– Black (Shoes)
– Green, Purple, Blue, Red, Orange, Yellow (Infinity Stones)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• Needle
Gauge: 5 Rnds and 4 sts per 1” | Finished piece is about 3″ tall
Worked in the Round
The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook
For color changes in Bobble Stitches: [Blue/Red/Green] = [Step 3/Step 1/Step 2]";http://localhost:8080/img/p/ThanosAmigurumiFingerPuppetPattern_1.jpg|http://localhost:8080/img/p/ThanosAmigurumiFingerPuppetPattern_2.jpg|http://localhost:8080/img/p/ThanosAmigurumiFingerPuppetPattern_3.jpg|http://localhost:8080/img/p/ThanosAmigurumiFingerPuppetPattern_4.jpg|http://localhost:8080/img/p/ThanosAmigurumiFingerPuppetPattern_5.jpg|http://localhost:8080/img/p/ThanosAmigurumiFingerPuppetPattern_6.jpg
102;Mini Whale Amigurumi Pattern Bundle;Crochet Patterns;8.99;"*Patterns can be downloaded and accessed immediately after purchase*
In this crochet pattern bundle we’ll be crocheting a variety of miniature whale amigurumi! This pattern bundle is designed for complete beginners to advanced crocheters and will help you not only learn to crochet, but advance your skill with new and exciting techniques!
Every pattern in this bundle includes a full length video tutorial alongside an interactive PDF with checkmarks and time codes to keep track of your progress.
Pattern Bundle Includes:
• Beginner Whale Amigurumi – Learn how to crochet!
• Dolphin Amigurumi
• Narwhal Amigurumi
• Orca Amigurumi
• Beluga Amigurumi
• Mini Whales
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight)
– Color A
– White
• Pipe Cleaners x 1
• 6mm Safety Eyes x 10
• Size G6/4.00mm Hook
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1”
Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/MiniWhaleAmigurumiPatternBundle_1.jpg|http://localhost:8080/img/p/MiniWhaleAmigurumiPatternBundle_2.jpg|http://localhost:8080/img/p/MiniWhaleAmigurumiPatternBundle_3.jpg|http://localhost:8080/img/p/MiniWhaleAmigurumiPatternBundle_4.jpg|http://localhost:8080/img/p/MiniWhaleAmigurumiPatternBundle_5.jpg|http://localhost:8080/img/p/MiniWhaleAmigurumiPatternBundle_6.jpg|http://localhost:8080/img/p/MiniWhaleAmigurumiPatternBundle_7.jpg|http://localhost:8080/img/p/MiniWhaleAmigurumiPatternBundle_8.jpg
